EPI_ISL_402125	265
SRR11593359	265
SRR11593360	265
SRR11593362	265
SRR11593352	266
SRR11593411	265
SRR11593418	265
SRR11593414	267
ERR4086339	265
ERR4091871	773
SRR11593355	532
SRR11593396	267
ERR4085618	265
ERR4085777	265
ERR4085779	266
SRR11578370	345
ERR4082842	265
SRR11578315	694
ERR4082757	265
ERR4082080	267
ERR4084974	267
ERR4091744	269
ERR4085536	266
ERR4085685	265
ERR4085922	265
ERR4085906	265
SRR11593392	268
ERR4091670	265
ERR4091933	555
SRR11577835	480
ERR4085781	265
ERR4085790	265
ERR4085973	265
ERR4091690	775
ERR4085788	265
ERR4085793	265
ERR4084876	265
ERR4085068	265
ERR4084956	265
ERR4084962	265
ERR4091802	508
ERR4085670	266
SRR11593381	265
ERR4085591	265
ERR4085533	265
ERR4085550	265
ERR4085555	585
ERR4085560	265
ERR4085748	265
ERR4085785	265
ERR4085995	265
ERR4085803	266
ERR4085547	265
ERR4085638	265
ERR4085625	265
ERR4085656	265
ERR4085746	265
ERR4085626	513
ERR4085789	265
ERR4085629	265
ERR4085631	265
ERR4085661	265
ERR4085671	480
ERR4085728	1315
ERR4085775	265
ERR4085743	266
ERR4085766	266
ERR4085791	265
SRR11578010	505
ERR4085774	265
SRR11728625	265
ERR4082710	265
ERR4085645	265
ERR4085710	265
ERR4085745	557
ERR4085800	265
ERR4084967	265
ERR4082946	265
ERR4085377	265
ERR4085123	265
ERR4082461	265
ERR4082530	265
ERR4085081	265
ERR4091782	557
ERR4091968	559
ERR4091958	555
ERR4082628	265
ERR4085084	265
ERR4091665	504
ERR4091772	1291
SRR11577940	265
ERR4085071	265
SRR11577979	265
SRR11578264	265
SRR11578378	507
ERR4082558	265
ERR4085734	265
SRR11593384	265
ERR4082481	266
SRR11593409	269
ERR4085054	1382
ERR4085255	265
ERR4082083	270
ERR4082668	265
ERR4082688	266
ERR4085073	857
ERR4086292	555
SRR11593354	265
ERR4082893	1222
ERR4082551	277
ERR4084904	772
ERR4082532	265
SRR11622155	489
ERR4084994	265
SRR11622064	625
SRR11622108	443
SRR11622196	417
SRR11622141	487
SRR11622183	480
ERR4084984	265
ERR4085799	265
ERR4085959	265
ERR4085689	480
ERR4082539	266
ERR4085703	265
ERR4085783	266
ERR4091573	271
ERR4085933	265
ERR4085913	267
SRR11578395	265
ERR4082610	265
ERR4086391	847
ERR4082684	266
ERR4084951	265
ERR4085062	265
ERR4085063	265
ERR4085066	265
ERR4085083	265
ERR4085060	555
ERR4085070	555
SRR11648052	791
ERR4082495	265
ERR4084910	265
SRR11577921	506
SRR11578371	480
ERR4084948	265
ERR4085096	265
ERR4091781	265
ERR4091797	269
ERR4082508	265
ERR4086410	1009
ERR4091891	506
ERR4085104	265
ERR4084978	265
ERR4091840	1298
ERR4085611	265
ERR4082689	562
ERR4085051	265
ERR4085079	852
ERR4085594	265
ERR4085731	265
ERR4085804	266
SRR11593415	271
ERR4082831	555
SRR11728609	555
SRR11607625	555
ERR4082686	847
ERR4085057	555
ERR4086343	847
ERR4085688	265
ERR4085797	265
ERR4086310	1119
ERR4082557	265
ERR4082671	265
ERR4082711	265
ERR4084935	265
ERR4085094	265
ERR4085095	265
ERR4086367	1484
ERR4084870	265
ERR4086337	555
SRR11593378	1060
ERR4085038	265
ERR4082676	265
ERR4082472	266
ERR4084995	536
ERR4082545	265
ERR4084975	265
ERR4082912	265
ERR4091687	556
ERR4091721	265
ERR4091874	555
ERR4091733	787
ERR4082629	266
ERR4085792	266
SRR11577929	265
ERR4086290	502
ERR4091663	741
ERR4086414	265
ERR4091834	1012
ERR4091544	1240
ERR4091790	741
ERR4091818	741
ERR4091686	742
ERR4091941	741
SRR11578002	302
SRR11578200	265
ERR4085623	265
ERR4091765	555
SRR11593370	823
SRR11593402	265
SRR11622063	1088
SRR11622099	505
SRR11622104	407
SRR11622102	406
SRR11622100	482
ERR4085802	265
ERR4082525	265
SRR11578013	545
ERR4084991	265
ERR4085542	266
ERR4085598	265
ERR4085725	266
ERR4085760	557
ERR4085692	265
SRR11578185	541
ERR4084973	265
ERR4091826	776
ERR4091937	532
ERR4091570	1297
ERR4091723	773
ERR4091841	543
ERR4085687	1332
ERR4085705	265
ERR4085715	266
ERR4085787	265
SRR11577839	596
SRR11578099	266
SRR11578195	823
ERR4082748	812
ERR4082758	391
ERR4085017	265
ERR4082800	555
ERR4085401	391
ERR4085900	265
ERR4086264	1128
ERR4085131	444
ERR4082678	265
ERR4082681	266
SRR11647998	791
SRR11648035	555
ERR4084943	555
ERR4086190	555
ERR4085556	265
ERR4082762	265
ERR4085527	265
ERR4085943	265
ERR4085612	1382
ERR4085677	265
ERR4085771	267
ERR4085773	265
ERR4085694	265
ERR4085737	266
ERR4084966	265
ERR4085772	265
ERR4082769	555
ERR4082860	265
ERR4082907	378
ERR4085416	265
ERR4085117	792
ERR4085714	265
ERR4085729	265
ERR4082796	1076
ERR4082841	534
SRR11607632	555
SRR11607674	555
ERR4085682	265
ERR4085019	265
SRR11607638	555
ERR4086401	555
SRR11593371	1327
SRR11593397	555
ERR4085795	265
SRR11676325	555
ERR4085250	984
ERR4085224	555
ERR4082944	556
ERR4085642	265
ERR4085678	480
ERR4085681	480
ERR4085720	265
ERR4085707	265
ERR4085784	265
SRR11593390	555
SRR11593393	265
SRR11676280	555
SRR11728615	555
SRR11728628	584
SRR11607614	555
SRR11607634	1410
SRR11676322	784
SRR11728621	555
SRR11728626	555
SRR11728629	555
SRR11648023	1364
SRR11648039	555
SRR11676314	555
SRR11607637	1421
SRR11607642	579
SRR11648054	791
SRR11648050	791
ERR4084945	555
SRR11728607	627
SRR11728612	338
SRR11728648	878
SRR11607633	555
ERR4082753	745
ERR4082899	562
ERR4082911	679
ERR4085976	265
ERR4085275	568
ERR4085258	934
ERR4082881	745
SRR11676278	523
SRR11578290	265
ERR4085004	562
ERR4085043	1144
ERR4082622	265
ERR4082630	265
ERR4085040	852
ERR4082482	265
ERR4084989	265
ERR4085191	1057
ERR4085193	477
ERR4085223	476
ERR4085237	475
SRR11648038	791
SRR11648055	791
SRR11648041	555
SRR11676273	574
ERR4085035	555
ERR4086400	988
ERR4086333	984
ERR4086351	984
ERR4085579	266
ERR4085647	266
ERR4085730	266
ERR4085770	266
ERR4086284	1265
ERR4082515	274
ERR4085022	564
ERR4085072	1127
ERR4082543	807
ERR4085018	555
ERR4086270	1348
ERR4086285	556
SRR11728623	290
SRR11728634	728
SRR11728635	1069
ERR4082879	874
ERR4085192	1483
ERR4085263	1222
SRR11607639	556
SRR11648048	847
ERR4085390	1183
ERR4082832	381
ERR4082849	558
ERR4082852	988
ERR4082914	268
ERR4085438	268
ERR4085124	268
ERR4085215	268
ERR4085405	269
ERR4085383	1192
ERR4082903	403
ERR4085276	558
ERR4085393	1223
